"id";"title";"year";"synopsis";"director";"producer";"writer";"release_date_id";"box_office";"runtime";"production_co";"sound_mix";"aspect_ratio";"collection";"crew";"rating_id";"genre_id";"language_id"
"89";"Beauty and the Beast";"1991";"An arrogant young prince (Robby Benson) and his castle's servants fall under the spell of a wicked enchantress, who turns him into the hideous Beast until he learns to love and be loved in return. The spirited, headstrong village girl Belle (Paige O'Hara) enters the Beast's castle after he imprisons her father Maurice (Rex Everhart). With the help of his enchanted servants, including the matronly Mrs. Potts (Angela Lansbury), Belle begins to draw the cold-hearted Beast out of his isolation.";"Richard Phelan, Will Becher";"Unknown";"Mark Burton, Jon Brown";"73";"700.20";"134";"Overseas Film Group";"";"";"";"Austin Stoker, Darwin Joston, Laurie Zimmer, Martin West, Tony Burton, Charles Cyphers, Nancy Loomis, Peter Bruni, John Fox, Kim Richards, John Carpenter, John Carpenter, Joseph Kaufman, J.S. Kaplan";"2";"10";"1"
"90";"Because of Winn-Dixie";"2005";"Abandoned by her mother years ago, Opal (AnnaSophia Robb), a 10-year-old girl, moves with her preacher father (Jeff Daniels) to a small town in Florida. Lonely and missing her old friends, Opal is ecstatic to find companionship with a rambunctious little dog she names Winn-Dixie, after the store where she found the pup. With Winn-Dixie's help, Opal befriends several colorful townsfolk (Cicely Tyson, Eva Marie Saint, Dave Matthews) and even begins mending her relationship with her father.";"Ron Clements, John Musker";"Howard Ashman, John Musker";"Ron Clements, John Musker";"74";"858.40";"181";"Warner Brothers";"";"";"";"John Wayne, Jeffrey Hunter, Natalie Wood, Vera Miles, Ward Bond, John Qualen, Harry Carey Jr., Olive Carey, Antonio Moreno, Henry Brandon, Alan LeMay, Frank S. Nugent, Merian C. Cooper, C.V. Whitney, Winton C. Hoch, James Basevi";"6";"16";"1"
"91";"Beerfest";"2006";"Two brothers (Erik Stolhanske, Paul Soter) from America happen upon a secret and centuries-old beer-games competition during a visit to Germany's Oktoberfest. After losing badly, they return to America, assemble an impressive team of brew-lovers and return to Germany for a rematch.";"Clyde Geronimi, Wilfred Jackson, Hamilton Luske";"Walt Disney";"Ward Greene, Erdman Penner, Joe Rinaldi, Ralph Wright, Don DaGradi";"75";"220.10";"147";"Kinberg Genre, Maximum Effort";"Dolby Digital, Dolby Atmos";"Scope (2.35:1)";"X-Men";"Ryan Reynolds, Josh Brolin, Morena Baccarin, Zazie Beetz, Brianna Hildebrand, Julian Dennison, Stefan Kapicic, T.J. Miller, Terry Crews, Bill SkarsgГҐrd, David Leitch, Ryan Reynolds, Rhett Reese, Paul Wernick, Ryan Reynolds, Simon Kinberg, Lauren Shuler Donner, Stan Lee, Jonathon Komack Martin, Kelly McCormick";"2";"12";"1"
"92";"Before Midnight";"2013";"On the last night of their idyllic Greek vacation, longtime lovers Jesse (Ethan Hawke) and Celine (Julie Delpy) reminisce about their lives together and what different choices might have brought.";"Sylvain Chomet";"Didier Brunner";"Unknown";"76";"153.60";"120";"Werner Herzog Filmproduktion, Hessischer Rundfunk";"";"";"";"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro, Cecilia Rivera, Edward Roland, Werner Herzog, Werner Herzog, Werner Herzog, Thomas Mauch, Beate Mainka-Jellinghaus";"6";"8";"1"
"93";"Before Sunrise";"1995";"On his way to Vienna, American Jesse (Ethan Hawke) meets Celine (Julie Delpy), a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other. As the night progresses, their bond makes separating in the morning a difficult choice.";"Don Hall, Chris Williams";"Roy Conli";"Robert L. Baird, Daniel Gerson";"67";"190.20";"117";"Columbia Pictures Film Production Asia, United China Vision, Sony Pictures Classics, Good Machine, China Film Co-Production Corporation, Edko Films, Asia Union Film & Entertainment Ltd.";"Dolby SR, Dolby Digital, Surround";"Scope (2.35:1)";"";"Chow Yun-Fat, Michelle Yeoh, Zhang Ziyi, Chen Chang, Sihung Lung, Pei-pei Cheng, Li Fazeng, Xian Gao, Hai Yan, Wang Deming, Ang Lee, Hui-Ling Wang, James Schamus, Kuo Jung Tsai, Li-Kong Hsu, William Kong, Ang Lee, Phillip Lee";"1";"19";"5"
"94";"Before Sunset";"2004";"A sequel to ""Before Sunrise,"" this film starts nine years later as Jesse (Ethan Hawke) travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine (Julie Delpy). After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.";"Hayao Miyazaki";"Unknown";"Hayao Miyazaki";"23";"412.80";"141";"Warner Brothers";"Surround";"";"";"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore, Joe Pantoliano, Jeroen KrabbГ©, Andreas Katsulas, Daniel Roebuck, L. Scott Caldwell, Andrew Davis, Jeb Stuart, David Twohy, Arnold Kopelson, Keith Barish, Roy Huggins, James Newton Howard, Michael Chapman, Don Brochu, David Finfer";"1";"14";"1"
"95";"Behind the Candelabra";"2013";"World-famous pianist Liberace (Michael Douglas) takes much-younger Scott Thorson (Matt Damon) as a lover, but the relationship deteriorates when Liberace takes other bedmates and Thorson becomes addicted to drugs.";"Hayao Miyazaki";"Toshio Suzuki";"Neil Gaiman, Hayao Miyazaki";"22";"188.00";"107";"Imagine Entertainment, Universal Pictures";"Surround";"";"";"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, David Andrews, Xander Berkeley, Christian Clemenson, Brett Cullen, Ron Howard, Jim Lovell, Jeffrey Kluger, William Broyles Jr., Al Reinert, Michael Bostick, Brian Grazer, Todd Hallowell, Aldric La'Auli Porter, Louisa Velis";"3";"11";"1"
"96";"Being Elmo: A Puppeteer's Journey";"2011";"Interviews with Frank Oz, Rosie O'Donnell, Whoopi Goldberg and others highlight a portrait of Kevin Clash, the man who brings ""Sesame Street"" muppet Elmo to life.";"David Hand";"Walt Disney";"Larry Morey";"77";"210.50";"109";"Walt Disney Pictures";"Dolby SR, DTS, Dolby Stereo, SDDS, DTS-ES, Dolby A, Surround, Dolby Digital";"Flat (1.85:1)";"";"Matthew Broderick, Jeremy Irons, James Earl Jones, Madge Sinclair, Moira Kelly, Nathan Lane, Rowan Atkinson, Ernie Sabella, Niketa Calame, Jonathan Taylor Thomas, Roger Allers, Rob Minkoff, Don Hahn, Irene Mecchi, Jonathan Roberts, Linda Woolverton, Elton John";"4";"13";"1"
"97";"Best Worst Movie";"2009";"This documentary reviews the making of the film ""Troll 2"" from the perspective of its former child actor star, Michael Stephenson. In 1989, a group of actors and an Italian production crew join forces to produce a slice of unwitting cinematic history. Stephenson and those involved with the ill-fated sequel tell the story of Italian director Claudio Fragasso's B-movie classic, among them the Alabama dentist who became a cult star because of his famous, immortal line.";"Sarah Smith";"Peter Lord, David Sproxton, Carla Shelley, Steve Pegram";"Peter Baynham, Sarah Smith";"60";"315.00";"130";"Solar Productions";"Stereo";"Flat (1.85:1)";"";"Steve McQueen, Robert Vaughn, Jacqueline Bisset, Don Gordon, Robert Duvall, Simon Oakland, Norman Fell, Georg Stanford Brown, Justin Tarr, Carl Reindel, Peter Yates, Robert L. Pike, Alan R. Trustman, Harry Kleiner, Philip D'Antoni, Robert E. Relyea, Lalo Schifrin, William A. Fraker, Frank P. Keller, Albert Brenner";"3";"18";"1"
"98";"Beware of Mr. Baker";"2012";"Filmmaker Jay Bulger interviews Ginger Baker, legendary and often volatile drummer of the rock groups Cream and Blind Faith.";"Eric Darnell, Tim Johnson";"Brad Lewis";"Todd Alcott, Chris Weitz, Paul Weitz";"34";"226.30";"137";"Parkes/MacDonald, DreamWorks SKG, Amblin Entertainment, Splendid Pictures";"Surround";"";"";"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin, Steven Spielberg, Jeff Nathanson, Frank W. Abagnale, Stan Redding, Walter F. Parkes, Steven Spielberg, Barry Kemp, Laurie MacDonald, Michel Shane, Anthony Romano";"1";"18";"1"
"99";"Beyond the Mat";"1999";"""Beyond the Mat,"" Barry Blaustein's honest, intimate, revealing, highly entertaining, and critically acclaimed behind-the-scenes look at wrestling, takes viewers beyond the ring and into the lives of the men and women who inhabit this colorful, competitive, and surprisingly complex world.";"Mike Mitchell";"Dan Lin, Phil Lord, Christopher Miller, Roy Lee, Jinko Gotoh";"Phil Lord, Christopher Miller";"78";"620.20";"152";"Scott Rudin Productions, DNA Films";"Dolby Digital";"Scope (2.35:1)";"";"Natalie Portman, Jennifer Jason Leigh, Gina Rodriguez, Tessa Thompson, Tuva Novotny, Oscar Isaac, Benedict Wong, David Gyasi, Sonoya Mizuno, Alex Garland, Alex Garland, Scott Rudin, Andrew Macdonald, Allon Reich, Eli Bush, David Ellison, Dana Goldberg, Don Granger, Jo Burn";"2";"14";"1"
"100";"Bicycle Thieves";"1948";"Unemployed Antonio Ricci (Lamberto Maggiorani) is elated when he finally finds work hanging posters around war-torn Rome. His wife, Maria (Lianella Carell), sells the family's bed linens to retrieve Antonio's bicycle from the pawnshop so he can take the job. However, disaster strikes when Antonio's bicycle is stolen, and his new job is doomed unless he can find the thief. With the help of his lively son, Bruno (Enzo Staiola), Antonio combs the city, growing increasingly desperate for justice.";"John Lasseter, Andrew Stanton";"Unknown";"Don McEnery, Bob Shaw";"79";"700.20";"134";"Touchstone Pictures";"Surround";"";"";"Bob Hoskins, Christopher Lloyd, Joanna Cassidy, Stubby Kaye, Alan Tilvern, Richard LeParmentier, Joel Silver, Betsy Brantley, Charles Fleischer, Lou Hirsch, Robert Zemeckis, Jeffrey Price, Peter S. Seaman, Kathleen Kennedy, Steven Spielberg, Robert Watts, Frank Marshall, Alan Silvestri, Dean Cundey, Arthur Schmidt";"3";"12";"1"
"101";"Big";"1988";"After a wish turns 12-year-old Josh Baskin (David Moscow) into a 30-year-old man (Tom Hanks), he heads to New York City and gets a low-level job at MacMillen Toy Company. A chance encounter with the owner (Robert Loggia) of the company leads to a promotion testing new toys. Soon a fellow employee, Susan Lawrence (Elizabeth Perkins), takes a romantic interest in Josh. However, the pressure of living as an adult begins to overwhelm him, and he longs to return to his simple, former life as a boy.";"Sergio Pablos";"Jinko Gotoh, Sergio Pablos, Matthew Teevan, Mercedes Gamero, Mikel Lejarza";"Sergio Pablos, Zach Lewis, Jim Mahoney";"40";"858.40";"181";"Pixar Animation Studios";"DTS, Dolby Digital, Dolby Atmos";"Scope (2.35:1)";"Pixar";"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw, Christina Hendricks, Jordan Peele, Keanu Reeves, Ally Maki, Josh Cooley, Andrew Stanton, Stephany Folsom, Mark Nielsen, Jonas Rivera, Galyn Susman, Andrew Stanton, Lee Unkrich, Pete Docter, Patrick Lin";"4";"12";"1"
"102";"Big Hero 6";"2014";"Robotics prodigy Hiro (Ryan Potter) lives in the city of San Fransokyo. Next to his older brother, Tadashi, Hiro's closest companion is Baymax (Scott Adsit), a robot whose sole purpose is to take care of people. When a devastating turn of events throws Hiro into the middle of a dangerous plot, he transforms Baymax and his other friends, Go Go Tamago (Jamie Chung), Wasabi (Damon Wayans Jr.), Honey Lemon (Genesis Rodriguez) and Fred (T.J. Miller) into a band of high-tech heroes.";"Chris Williams, Byron Howard";"Clark Spencer";"Dan Fogelman, Chris Williams";"5";"220.10";"147";"Lord Miller, Sony Pictures Animation, Pascal Pictures, Avi Arad";"Dolby Atmos, DTS, Dolby Digital, SDDS";"Scope (2.35:1)";"";"Shameik Moore, Hailee Steinfeld, Mahershala Ali, Brian Tyree Henry, Lily Tomlin, Luna Lauren Velez, John Mulaney, Kimiko Glenn, Bob Persichetti, Peter Ramsey, Rodney Rothman, Phil Lord, Rodney Rothman, Avi Arad, Amy Pascal, Phil Lord, Christopher Miller, Christina Steinberg";"3";"10";"1"
"103";"Big Night";"1996";"Chef Primo (Tony Shalhoub) and businessman Secondo (Stanley Tucci) are immigrant brothers from Italy who open their dream restaurant, Paradise, in New Jersey. However, Primo's authentic food is too unfamiliar for the local tastes, and the restaurant is struggling. When famous Italian-American bandleader Louis Prima is scheduled to appear at Paradise, the two brothers put all of their efforts into the important meal, which will likely decide the fate of their restaurant.";"Nathan Greno, Byron Howard";"Roy Conli";"Dan Fogelman";"80";"153.60";"120";"Pixar Animation Studios, Walt Disney Pictures";"Dolby Atmos, Datasat";"";"Pixar";"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling, Kaitlyn Dias, Diane Lane, Kyle MacLachlan, Pete Docter, Ronaldo Del Carmen, Pete Docter, Meg LeFauve, Josh Cooley, Jonas Rivera, Patrick Lin, Michael Giacchino, Ralph Eggleston";"3";"13";"1"
"104";"Bigger, Stronger, Faster";"2008";"This documentary presents the pervasive use of steroids in sports as an indication of the American obsession with winning at all costs. The Bell brothers have been sucked into the world of performance-enhancing drugs, thinking this is their ticket to realizing the American dream. Interviews with politicians, doctors, bodybuilders and coaches raise the question: Do the ends really justify the means? Because in the mad dash to win, an entire culture may be poised to lose.";"Andrew Adamson";"Jeffrey Katzenberg, Aron Warner";"J. David Stem, Joe Stillman, David N. Weiss";"8";"190.20";"117";"Pixar Animation Studios";"Dolby Atmos";"Scope (2.35:1)";"Pixar";"Anthony Gonzalez, Benjamin Bratt, Alanna Ubach, Jaime Camil, Alfonso Arau, Selene Luna, Ana Ofelia MurguГ­a, Lee Unkrich, Adrian Molina, Adrian Molina, Matthew Aldrich, Darla K. Anderson, John Lasseter, Lee Unkrich, Michael Giacchino";"3";"12";"1"
"105";"Bill Cunningham New York";"2010";"Bill Cunningham, one of the mainstays of the New York Times, has been a contributor to the renowned newspaper for many decades. He's also an incurable and eccentric chronicler of fashion, tirelessly snapping photos of and writing about interestingly attired celebrities and ordinary New Yorkers he spots on the street. This exhaustive profile of Cunningham and his work includes interviews with friends -- and often subjects -- Tom Wolfe, David Rockefeller and Vogue magazine's Anna Wintour.";"Tim Burton";"Tim Burton, Allison Abbate";"John August";"60";"412.80";"141";"Walt Disney Productions";"Stereo";"";"";"Adriana Caselotti, Harry Stockwell, Lucille La Verne, Moroni Olsen, Billy Gilbert, Pinto Colvig, Otis Harlan, Scotty Mattraw, Roy Atwell, Stuart Buchanan, David Hand, Kendall O'Connor, Walt Disney, Ted Sears, Richard Creedon, Otto Englander, Dick Rickard, Earl Hurd, Merrill De Maris";"4";"13";"1"
"106";"Birdman or (The Unexpected Virtue of Ignorance)";"2014";"Former cinema superhero Riggan Thomson (Michael Keaton) is mounting an ambitious Broadway production that he hopes will breathe new life into his stagnant career. It's risky, but he hopes that his creative gamble will prove that he's a real artist and not just a washed-up movie star. As opening night approaches, a castmate is injured, forcing Riggan to hire an actor (Edward Norton) who is guaranteed to shake things up. Meanwhile, Riggan must deal with his girlfriend, daughter and ex-wife.";"Henry Selick";"Tim Burton, Denise Di Novi";"Karey Kirkpatrick, Jonathan Roberts, Steve Bloom";"65";"188.00";"107";"Heyday Films, Anton Capital Entertainment";"Dolby Atmos";"Scope (2.35:1)";"";"Ben Whishaw, Hugh Grant, Sally Hawkins, Hugh Bonneville, Brendan Gleeson, Julie Walters, Jim Broadbent, Samuel Joslin, Madeleine Harris, Peter Capaldi, Simon Farnaby, David Heyman, Bob Weinstein, David C. Glasser, Ron Halpern, Didier Lupfer, Rosie Alison";"3";"13";"1"
"107";"Black Is King";"2020";"Unknown";"Gore Verbinski";"Gore Verbinski, Graham King, John B. Carls";"John Logan";"16";"210.50";"109";"Walt Disney Pictures, Pixar Animation Studios";"DTS, Dolby Digital, Dolby Atmos";"Scope (2.35:1)";"Pixar";"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner, Samuel L. Jackson, Bob Odenkirk, Catherine Keener, Brad Bird, Bill Wise, Isabella Rossellini, Brad Bird, Brad Bird, Nicole Paradis Grindle, John Lasseter, Stephen Schaffer, Michael Giacchino";"3";"12";"1"
"108";"Black Orpheus";"1959";"Young lovers Orfeu (Breno Mello) and Eurydice (Marpessa Dawn) run through the favelas of Rio during Carnaval, on the lam from a hitman dressed like Death (Ademar Da Silva) and Orfeu's vengeful fiancГ©e Mira (Lourdes de Oliveira) and passing between moments of fantasy and stark reality. This impressionistic retelling of the Greek legend of Orpheus and Eurydice introduced bossa nova to the world with its soundtrack by young Brazilian composers Luiz BonfГЎ and Antonio Carlos Jobim.";"Andrew Adamson, Vicky Jenson";"Aron Warner, John H. Williams, Jeffrey Katzenberg";"Ted Elliott, Terry Rossio";"17";"315.00";"130";"Walt Disney Animation Studios";"Dolby Atmos";"";"";"Ginnifer Goodwin, Jason Bateman, Shakira, Idris Elba, J.K. Simmons, Nate Torrence, Jenny Slate, Tommy Chong, Octavia Spencer, Bonnie Hunt, Byron Howard, Rich Moore, Jared Bush, Jared Bush, Phil Johnston, Clark Spencer, John Lasseter, Fabienne Rawley, Jeremy Milton, Michael Giacchino";"3";"13";"1"
